child_id,timestamp,age,condition,heart_rate,activity_level,location,latitude,longitude,incident_type,hour,is_school_time,is_high_hr,is_high_activity,hr_to_activity_ratio,in_safe_zone,is_dangerous
child_000,2026-01-31 15:00:00,10,normal,88,61,في الطريق,30.054375,31.245742,none,15,0,0,1,1.4193548387096775,0,0
child_000,2026-01-31 15:15:00,10,normal,91,78,في الطريق,30.054482,31.245686,none,15,0,0,1,1.1518987341772151,0,0
child_000,2026-01-31 15:30:00,10,normal,116,99,في الطريق,30.054497,31.245601,intense_exercise,15,0,1,1,1.16,0,1
child_000,2026-01-31 15:45:00,10,normal,96,77,في الطريق,30.054404,31.245639,none,15,0,0,1,1.2307692307692308,0,0
child_000,2026-01-31 16:00:00,10,normal,89,80,النادي,30.034447,31.225614,none,16,0,0,1,1.0987654320987654,0,0
child_000,2026-01-31 16:15:00,10,normal,94,77,النادي,30.034437,31.225678,none,16,0,0,1,1.205128205128205,0,0
child_000,2026-01-31 16:30:00,10,normal,93,74,النادي,30.034475,31.225735,none,16,0,0,1,1.24,0,0
child_000,2026-01-31 16:45:00,10,normal,97,62,النادي,30.034449,31.225702,none,16,0,0,1,1.5396825396825398,0,0
child_000,2026-01-31 17:00:00,10,normal,92,64,النادي,30.034485,31.225645,none,17,0,0,1,1.4153846153846155,0,0
child_000,2026-01-31 17:15:00,10,normal,94,60,النادي,30.034494,31.225794,none,17,0,0,0,1.540983606557377,0,0
child_000,2026-01-31 17:30:00,10,normal,96,79,النادي,30.034331,31.22564,none,17,0,0,1,1.2,0,0
child_000,2026-01-31 17:45:00,10,normal,95,70,النادي,30.03447,31.225796,none,17,0,0,1,1.3380281690140845,0,0
child_000,2026-01-31 18:00:00,10,normal,82,34,النادي,30.034418,31.225795,none,18,0,0,0,2.342857142857143,0,0
child_000,2026-01-31 18:15:00,10,normal,86,47,النادي,30.034448,31.225689,none,18,0,0,0,1.7916666666666667,0,0
child_000,2026-01-31 18:30:00,10,normal,142,75,النادي,30.034344,31.225784,anxiety_attack,18,0,1,1,1.868421052631579,0,1
child_000,2026-01-31 18:45:00,10,normal,86,46,النادي,30.034401,31.225797,none,18,0,0,0,1.8297872340425532,0,0
child_000,2026-02-01 07:00:00,10,normal,74,22,في الطريق,30.054355,31.245743,none,7,0,0,0,3.217391304347826,0,0
child_000,2026-02-01 07:15:00,10,normal,80,11,في الطريق,30.054466,31.245632,none,7,0,0,0,6.666666666666667,0,0
child_000,2026-02-01 07:30:00,10,normal,81,20,في الطريق,30.054319,31.245632,none,7,0,0,0,3.857142857142857,0,0
child_000,2026-02-01 07:45:00,10,normal,79,13,في الطريق,30.054464,31.245607,none,7,0,0,0,5.642857142857143,0,0
child_000,2026-02-01 08:00:00,10,normal,86,38,المدرسة,30.06434,31.255763,none,8,1,0,0,2.2051282051282053,0,0
child_000,2026-02-01 08:15:00,10,normal,88,22,المدرسة,30.064329,31.255779,none,8,1,0,0,3.8260869565217392,0,0
child_000,2026-02-01 08:30:00,10,normal,146,89,المدرسة,30.064473,31.255777,anxiety_attack,8,1,1,1,1.6222222222222222,0,1
child_000,2026-02-01 08:45:00,10,normal,79,29,المدرسة,30.064445,31.255792,none,8,1,0,0,2.6333333333333333,0,0
child_000,2026-02-01 09:00:00,10,normal,86,35,المدرسة,30.064316,31.255704,none,9,1,0,0,2.388888888888889,0,0
child_000,2026-02-01 09:15:00,10,normal,88,27,المدرسة,30.064494,31.255765,none,9,1,0,0,3.142857142857143,0,0
child_000,2026-02-01 09:30:00,10,normal,88,24,المدرسة,30.064435,31.255791,none,9,1,0,0,3.52,0,0
child_000,2026-02-01 09:45:00,10,normal,80,22,المدرسة,30.064479,31.255721,none,9,1,0,0,3.4782608695652173,0,0
child_000,2026-02-01 10:00:00,10,normal,117,51,المدرسة,30.064385,31.255777,intense_exercise,10,1,1,0,2.25,0,1
child_000,2026-02-01 10:15:00,10,normal,90,40,المدرسة,30.064321,31.255738,none,10,1,0,0,2.1951219512195124,0,0
child_000,2026-02-01 10:30:00,10,normal,84,37,المدرسة,30.064454,31.255768,none,10,1,0,0,2.210526315789474,0,0
child_000,2026-02-01 10:45:00,10,normal,91,29,المدرسة,30.064447,31.255775,none,10,1,0,0,3.033333333333333,0,0
child_000,2026-02-01 11:00:00,10,normal,114,0,المدرسة,30.064341,31.255614,fall,11,1,1,0,114.0,0,1
child_000,2026-02-01 11:15:00,10,normal,84,35,المدرسة,30.064348,31.25574,none,11,1,0,0,2.3333333333333335,0,0
child_000,2026-02-01 11:30:00,10,normal,83,34,المدرسة,30.064354,31.255607,none,11,1,0,0,2.3714285714285714,0,0
child_000,2026-02-01 11:45:00,10,normal,78,26,المدرسة,30.064418,31.255702,none,11,1,0,0,2.888888888888889,0,0
child_000,2026-02-01 12:00:00,10,normal,92,72,المدرسة,30.06445,31.255723,none,12,1,0,1,1.2602739726027397,0,0
child_000,2026-02-01 12:15:00,10,normal,93,72,المدرسة,30.064372,31.255645,none,12,1,0,1,1.273972602739726,0,0
child_000,2026-02-01 12:30:00,10,normal,91,67,المدرسة,30.064304,31.255652,none,12,1,0,1,1.338235294117647,0,0
child_000,2026-02-01 12:45:00,10,normal,94,68,المدرسة,30.064408,31.25573,none,12,1,0,1,1.3623188405797102,0,0
child_000,2026-02-01 13:00:00,10,normal,90,75,المدرسة,30.064434,31.255681,none,13,1,0,1,1.1842105263157894,0,0
child_000,2026-02-01 13:15:00,10,normal,95,66,المدرسة,30.064465,31.255729,none,13,1,0,1,1.4179104477611941,0,0
child_000,2026-02-01 13:30:00,10,normal,94,56,المدرسة,30.064349,31.255783,none,13,1,0,0,1.6491228070175439,0,0
child_000,2026-02-01 13:45:00,10,normal,91,61,المدرسة,30.064434,31.255685,none,13,1,0,1,1.467741935483871,0,0
child_000,2026-02-01 14:00:00,10,normal,86,37,المدرسة,30.064471,31.255694,none,14,1,0,0,2.263157894736842,0,0
child_000,2026-02-01 14:15:00,10,normal,85,34,المدرسة,30.064362,31.255728,none,14,1,0,0,2.4285714285714284,0,0
child_000,2026-02-01 14:30:00,10,normal,86,30,المدرسة,30.064442,31.25575,none,14,1,0,0,2.774193548387097,0,0
child_000,2026-02-01 14:45:00,10,normal,84,25,المدرسة,30.064348,31.255606,none,14,1,0,0,3.230769230769231,0,0
child_000,2026-02-01 15:00:00,10,normal,89,74,في الطريق,30.054309,31.24569,none,15,0,0,1,1.1866666666666668,0,0
child_000,2026-02-01 15:15:00,10,normal,95,60,في الطريق,30.054487,31.245621,none,15,0,0,0,1.5573770491803278,0,0
child_000,2026-02-01 15:30:00,10,normal,97,77,في الطريق,30.054346,31.245668,none,15,0,0,1,1.2435897435897436,0,0
child_000,2026-02-01 15:45:00,10,normal,93,60,في الطريق,30.054397,31.245645,none,15,0,0,0,1.5245901639344261,0,0
child_000,2026-02-01 16:00:00,10,normal,97,79,النادي,30.03442,31.225633,none,16,0,0,1,1.2125,0,0
child_000,2026-02-01 16:15:00,10,normal,91,63,النادي,30.03445,31.225662,none,16,0,0,1,1.421875,0,0
child_000,2026-02-01 16:30:00,10,normal,94,79,النادي,30.034303,31.22575,none,16,0,0,1,1.175,0,0
child_000,2026-02-01 16:45:00,10,normal,94,70,النادي,30.034379,31.225622,none,16,0,0,1,1.323943661971831,0,0
child_000,2026-02-01 17:00:00,10,normal,89,61,النادي,30.034431,31.225796,none,17,0,0,1,1.435483870967742,0,0
child_000,2026-02-01 17:15:00,10,normal,92,78,النادي,30.034456,31.225754,none,17,0,0,1,1.1645569620253164,0,0
child_000,2026-02-01 17:30:00,10,normal,99,75,النادي,30.034498,31.225678,none,17,0,0,1,1.3026315789473684,0,0
child_000,2026-02-01 17:45:00,10,normal,94,64,النادي,30.0344,31.225749,none,17,0,0,1,1.4461538461538461,0,0
child_000,2026-02-01 18:00:00,10,normal,83,37,النادي,30.034401,31.225746,none,18,0,0,0,2.1842105263157894,0,0
child_000,2026-02-01 18:15:00,10,normal,85,46,النادي,30.03448,31.225659,none,18,0,0,0,1.8085106382978724,0,0
child_000,2026-02-01 18:30:00,10,normal,83,31,النادي,30.03435,31.225743,none,18,0,0,0,2.59375,0,0
child_000,2026-02-01 18:45:00,10,normal,78,45,النادي,30.034436,31.225642,none,18,0,0,0,1.6956521739130435,0,0
child_000,2026-02-02 07:00:00,10,normal,81,16,في الطريق,30.054358,31.245645,none,7,0,0,0,4.764705882352941,0,0
child_000,2026-02-02 07:15:00,10,normal,79,30,في الطريق,30.054428,31.245746,none,7,0,0,0,2.5483870967741935,0,0
child_000,2026-02-02 07:30:00,10,normal,132,75,في الطريق,30.054412,31.245713,potential_danger,7,0,1,1,1.736842105263158,0,1
child_000,2026-02-02 07:45:00,10,normal,81,21,في الطريق,30.054495,31.245672,none,7,0,0,0,3.6818181818181817,0,0
child_000,2026-02-02 08:00:00,10,normal,85,38,المدرسة,30.064351,31.25571,none,8,1,0,0,2.1794871794871793,0,0
child_000,2026-02-02 08:15:00,10,normal,84,35,المدرسة,30.064407,31.255695,none,8,1,0,0,2.3333333333333335,0,0
child_000,2026-02-02 08:30:00,10,normal,82,31,المدرسة,30.064495,31.255735,none,8,1,0,0,2.5625,0,0
child_000,2026-02-02 08:45:00,10,normal,85,21,المدرسة,30.064339,31.255654,none,8,1,0,0,3.8636363636363638,0,0
child_000,2026-02-02 09:00:00,10,normal,81,32,المدرسة,30.06442,31.255695,none,9,1,0,0,2.4545454545454546,0,0
child_000,2026-02-02 09:15:00,10,normal,80,31,المدرسة,30.064404,31.255705,none,9,1,0,0,2.5,0,0
child_000,2026-02-02 09:30:00,10,normal,141,89,المدرسة,30.064363,31.255745,anxiety_attack,9,1,1,1,1.5666666666666667,0,1
child_000,2026-02-02 09:45:00,10,normal,84,20,المدرسة,30.064426,31.255669,none,9,1,0,0,4.0,0,0
child_000,2026-02-02 10:00:00,10,normal,87,30,المدرسة,30.064484,31.255768,none,10,1,0,0,2.806451612903226,0,0
child_000,2026-02-02 10:15:00,10,normal,84,29,المدرسة,30.0643,31.255786,none,10,1,0,0,2.8,0,0
child_000,2026-02-02 10:30:00,10,normal,84,25,المدرسة,30.064383,31.255728,none,10,1,0,0,3.230769230769231,0,0
child_000,2026-02-02 10:45:00,10,normal,82,35,المدرسة,30.06443,31.255633,none,10,1,0,0,2.2777777777777777,0,0
child_000,2026-02-02 11:00:00,10,normal,147,77,المدرسة,30.064427,31.255601,anxiety_attack,11,1,1,1,1.8846153846153846,0,1
child_000,2026-02-02 11:15:00,10,normal,84,26,المدرسة,30.064473,31.255654,none,11,1,0,0,3.111111111111111,0,0
child_000,2026-02-02 11:30:00,10,normal,82,39,المدرسة,30.064327,31.255608,none,11,1,0,0,2.05,0,0
child_000,2026-02-02 11:45:00,10,normal,86,30,المدرسة,30.064323,31.255662,none,11,1,0,0,2.774193548387097,0,0
child_000,2026-02-02 12:00:00,10,normal,92,61,المدرسة,30.064425,31.255655,none,12,1,0,1,1.4838709677419355,0,0
child_000,2026-02-02 12:15:00,10,normal,95,56,المدرسة,30.064377,31.255655,none,12,1,0,0,1.6666666666666667,0,0
child_000,2026-02-02 12:30:00,10,normal,89,55,المدرسة,30.064379,31.255655,none,12,1,0,0,1.5892857142857142,0,0
child_000,2026-02-02 12:45:00,10,normal,87,73,المدرسة,30.064354,31.25562,none,12,1,0,1,1.1756756756756757,0,0
child_000,2026-02-02 13:00:00,10,normal,92,69,المدرسة,30.064303,31.25577,none,13,1,0,1,1.3142857142857143,0,0
child_000,2026-02-02 13:15:00,10,normal,95,66,المدرسة,30.064429,31.255694,none,13,1,0,1,1.4179104477611941,0,0
child_000,2026-02-02 13:30:00,10,normal,91,75,المدرسة,30.064472,31.255774,none,13,1,0,1,1.1973684210526316,0,0
child_000,2026-02-02 13:45:00,10,normal,89,73,المدرسة,30.06433,31.255645,none,13,1,0,1,1.2027027027027026,0,0
child_000,2026-02-02 14:00:00,10,normal,85,27,المدرسة,30.064377,31.255649,none,14,1,0,0,3.0357142857142856,0,0
child_000,2026-02-02 14:15:00,10,normal,86,29,المدرسة,30.064414,31.255629,none,14,1,0,0,2.8666666666666667,0,0
child_000,2026-02-02 14:30:00,10,normal,86,27,المدرسة,30.064469,31.255717,none,14,1,0,0,3.0714285714285716,0,0
child_000,2026-02-02 14:45:00,10,normal,87,21,المدرسة,30.064306,31.255793,none,14,1,0,0,3.9545454545454546,0,0
child_000,2026-02-02 15:00:00,10,normal,92,63,في الطريق,30.054448,31.245633,none,15,0,0,1,1.4375,0,0
child_000,2026-02-02 15:15:00,10,normal,95,74,في الطريق,30.054311,31.245783,none,15,0,0,1,1.2666666666666666,0,0
child_000,2026-02-02 15:30:00,10,normal,97,61,في الطريق,30.054463,31.245655,none,15,0,0,1,1.564516129032258,0,0
child_000,2026-02-02 15:45:00,10,normal,162,122,في الطريق,30.054421,31.245614,potential_danger,15,0,1,1,1.3170731707317074,0,1
child_000,2026-02-02 16:00:00,10,normal,92,74,النادي,30.03448,31.22575,none,16,0,0,1,1.2266666666666666,0,0
child_000,2026-02-02 16:15:00,10,normal,94,71,النادي,30.034317,31.225745,none,16,0,0,1,1.3055555555555556,0,0
child_000,2026-02-02 16:30:00,10,normal,94,72,النادي,30.034425,31.225654,none,16,0,0,1,1.2876712328767124,0,0
child_000,2026-02-02 16:45:00,10,normal,95,69,النادي,30.034381,31.225713,none,16,0,0,1,1.3571428571428572,0,0
child_000,2026-02-02 17:00:00,10,normal,95,80,النادي,30.034327,31.225781,none,17,0,0,1,1.1728395061728396,0,0
child_000,2026-02-02 17:15:00,10,normal,94,60,النادي,30.034301,31.225745,none,17,0,0,0,1.540983606557377,0,0
child_000,2026-02-02 17:30:00,10,normal,94,80,النادي,30.034407,31.225705,none,17,0,0,1,1.1604938271604939,0,0
child_000,2026-02-02 17:45:00,10,normal,97,66,النادي,30.034462,31.225685,none,17,0,0,1,1.4477611940298507,0,0
child_000,2026-02-02 18:00:00,10,normal,86,30,النادي,30.034437,31.225638,none,18,0,0,0,2.774193548387097,0,0
child_000,2026-02-02 18:15:00,10,normal,83,43,النادي,30.034386,31.225778,none,18,0,0,0,1.8863636363636365,0,0
child_000,2026-02-02 18:30:00,10,normal,83,41,النادي,30.034337,31.225755,none,18,0,0,0,1.9761904761904763,0,0
child_000,2026-02-02 18:45:00,10,normal,86,42,النادي,30.034307,31.225776,none,18,0,0,0,2.0,0,0
child_000,2026-02-03 07:00:00,10,normal,86,30,في الطريق,30.054359,31.245625,none,7,0,0,0,2.774193548387097,0,0
child_000,2026-02-03 07:15:00,10,normal,80,11,في الطريق,30.054422,31.245762,none,7,0,0,0,6.666666666666667,0,0
child_000,2026-02-03 07:30:00,10,normal,75,27,في الطريق,30.054392,31.245769,none,7,0,0,0,2.6785714285714284,0,0
child_000,2026-02-03 07:45:00,10,normal,77,11,في الطريق,30.054351,31.245793,none,7,0,0,0,6.416666666666667,0,0
child_000,2026-02-03 08:00:00,10,normal,77,29,المدرسة,30.0645,31.255773,none,8,1,0,0,2.566666666666667,0,0
child_000,2026-02-03 08:15:00,10,normal,83,20,المدرسة,30.064498,31.255697,none,8,1,0,0,3.9523809523809526,0,0
child_000,2026-02-03 08:30:00,10,normal,84,39,المدرسة,30.064403,31.255671,none,8,1,0,0,2.1,0,0
child_000,2026-02-03 08:45:00,10,normal,85,38,المدرسة,30.064361,31.255726,none,8,1,0,0,2.1794871794871793,0,0
child_000,2026-02-03 09:00:00,10,normal,86,39,المدرسة,30.064425,31.25579,none,9,1,0,0,2.15,0,0
child_000,2026-02-03 09:15:00,10,normal,83,37,المدرسة,30.064416,31.255683,none,9,1,0,0,2.1842105263157894,0,0
child_000,2026-02-03 09:30:00,10,normal,88,23,المدرسة,30.064455,31.255764,none,9,1,0,0,3.6666666666666665,0,0
child_000,2026-02-03 09:45:00,10,normal,80,34,المدرسة,30.064403,31.255644,none,9,1,0,0,2.2857142857142856,0,0
child_000,2026-02-03 10:00:00,10,normal,88,28,المدرسة,30.064385,31.255666,none,10,1,0,0,3.0344827586206895,0,0
child_000,2026-02-03 10:15:00,10,normal,83,35,المدرسة,30.064493,31.255648,none,10,1,0,0,2.3055555555555554,0,0
child_000,2026-02-03 10:30:00,10,normal,80,37,المدرسة,30.064352,31.255687,none,10,1,0,0,2.1052631578947367,0,0
child_000,2026-02-03 10:45:00,10,normal,82,28,المدرسة,30.064413,31.255638,none,10,1,0,0,2.8275862068965516,0,0
child_000,2026-02-03 11:00:00,10,normal,88,38,المدرسة,30.064437,31.255627,none,11,1,0,0,2.2564102564102564,0,0
child_000,2026-02-03 11:15:00,10,normal,79,38,المدرسة,30.064461,31.255752,none,11,1,0,0,2.0256410256410255,0,0
child_000,2026-02-03 11:30:00,10,normal,89,39,المدرسة,30.064446,31.255778,none,11,1,0,0,2.225,0,0
child_000,2026-02-03 11:45:00,10,normal,83,22,المدرسة,30.06434,31.255603,none,11,1,0,0,3.608695652173913,0,0
child_000,2026-02-03 12:00:00,10,normal,91,71,المدرسة,30.06439,31.255746,none,12,1,0,1,1.2638888888888888,0,0
child_000,2026-02-03 12:15:00,10,normal,90,62,المدرسة,30.064454,31.25577,none,12,1,0,1,1.4285714285714286,0,0
child_000,2026-02-03 12:30:00,10,normal,90,56,المدرسة,30.064312,31.255709,none,12,1,0,0,1.5789473684210527,0,0
child_000,2026-02-03 12:45:00,10,normal,96,59,المدرسة,30.064398,31.255743,none,12,1,0,0,1.6,0,0
